,success,NetworkStrength,ClientTenure,Employees,state,Industry,population,tot_payroll_q1,tot_payroll_annual,tot_employers,company_size,income_cat
14180,1,0.1056,1,57,IL,I26,5194675.0,399228.0,1698877.0,1366.0,Medium,Upper Middle
14181,1,-0.3243,1,46,TX,Unknown,78532.0,7892.0,33265.0,179.0,Small,Low
14182,0,0.3749,8,18,TX,I15,2368139.0,2376640.0,8179716.0,2306.0,Small,Upper
14199,0,0.2923,27,36,DC,I14,601723.0,1356521.0,5457538.0,2768.0,Small,Upper
14200,0,0.7075,12,59,FL,I13,1748066.0,397902.0,1524133.0,1912.0,Medium,Upper Middle
14213,0,0.2965,1,16,MD,Unknown,971777.0,1192691.0,4633059.0,2875.0,Small,Upper
14216,0,0.1011,4,12,TX,I27,4092459.0,273692.0,1158347.0,1363.0,Small,Upper Middle
14218,0,-0.3469,5,109,IL,I20,60218.0,92993.0,384944.0,705.0,Medium,Lower-Middle
14240,1,1.0705,2,20,NC,I20,162878.0,119698.0,491186.0,828.0,Small,Lower-Middle
14243,0,0.1056,13,33,IL,I26,5194675.0,9768.0,40585.0,98.0,Small,Low
14252,0,0.3749,13,22,TX,I23,2368139.0,207129.0,855034.0,570.0,Small,Middle
14281,0,0.0978,17,73,SC,I20,451225.0,318064.0,1066647.0,909.0,Medium,Upper Middle
14285,0,0.0858,22,20,NC,I22,178011.0,180440.0,775377.0,1229.0,Small,Middle
14291,0,-0.3747,5,18,IL,I13,110768.0,44921.0,172403.0,221.0,Small,Low
14298,0,0.2965,22,20,MD,I09,971777.0,1192691.0,4633059.0,2875.0,Small,Upper
14299,1,0.4239,3,30,CA,Unknown,930450.0,73944.0,293680.0,616.0,Small,Lower-Middle
14319,0,0.2655,20,39,MN,I20,398552.0,301823.0,1260581.0,1587.0,Small,Upper Middle
14320,0,0.3749,8,14,TX,Unknown,2368139.0,354719.0,1481605.0,1336.0,Small,Upper Middle
14332,0,0.3413,7,32,TX,I19,1024266.0,299274.0,1107952.0,1069.0,Small,Upper Middle
14333,0,0.2229,3,18,TN,I27,927644.0,201779.0,881806.0,914.0,Small,Middle
14335,0,0.1007,10,15,MO,I23,998954.0,169233.0,699254.0,1242.0,Small,Middle
14339,0,0.3749,2,15,TX,Unknown,2368139.0,231092.0,960380.0,1359.0,Small,Middle
14351,0,-0.4276,6,152,AL,I18,195085.0,104840.0,447836.0,655.0,Medium,Lower-Middle
14376,0,0.7208,26,27,LA,I24,440171.0,271881.0,1114873.0,1504.0,Small,Upper Middle
14382,0,0.1882,2,14,MO,I07,674158.0,55988.0,248032.0,470.0,Small,Low
14403,0,0.24,3,33,MI,I02,156813.0,166803.0,725217.0,809.0,Small,Middle
14468,0,0.2259,38,46,MD,I15,537656.0,581152.0,2133941.0,593.0,Small,Upper
14475,0,0.1011,4,36,TX,I22,4092459.0,833526.0,3286499.0,2468.0,Small,Upper
14476,0,0.5401,5,188,NM,I19,662564.0,301905.0,1222631.0,1654.0,Medium,Upper Middle
14505,0,0.1815,7,6,IL,I09,515269.0,270344.0,1122590.0,1466.0,Micro,Upper Middle
14518,1,0.8472,2,12,OH,I20,301356.0,245918.0,1003296.0,1362.0,Small,Middle
14536,0,0.1056,10,5,IL,I23,703462.0,340853.0,1382721.0,1488.0,Micro,Upper Middle
14559,1,0.6907,4,233,MI,I12,1202362.0,411489.0,1307538.0,555.0,Medium,Upper Middle
14576,1,0.7129,1,17,MI,Unknown,1820584.0,117992.0,464590.0,540.0,Small,Lower-Middle
14577,1,-0.8657,1,17,NC,Unknown,488406.0,178416.0,754950.0,1069.0,Small,Middle
14583,0,2.163,6,102,MS,I27,141617.0,59285.0,250924.0,682.0,Medium,Low
14586,0,0.8138,1,34,GA,I20,688078.0,298840.0,1254621.0,2103.0,Small,Upper Middle
14609,0,0.6907,13,449,MI,I20,1202362.0,559210.0,2328733.0,1783.0,Large,Upper
14612,1,0.7075,4,12,FL,I23,1748066.0,106033.0,439364.0,1127.0,Small,Lower-Middle
14621,1,0.5411,25,492,CA,I25,9818605.0,160457.0,1023681.0,1785.0,Large,Middle
14624,1,0.7062,4,69,GA,I11,691893.0,427164.0,1592219.0,1704.0,Medium,Upper Middle
14638,0,-0.7762,3,12,SD,I07,44828.0,150769.0,625399.0,897.0,Small,Middle
14647,0,0.7062,22,210,GA,I26,691893.0,127839.0,549235.0,1308.0,Medium,Lower-Middle
14659,1,0.1056,1,21,IL,I02,5194675.0,296910.0,1233592.0,1343.0,Small,Upper Middle
14666,0,0.819,49,19,GA,I15,920581.0,1190397.0,4271577.0,1982.0,Small,Upper
14676,0,0.7129,3,61,MI,I27,1820584.0,266556.0,1037785.0,810.0,Medium,Middle
14681,0,0.1406,26,27,GA,I13,116714.0,131690.0,519689.0,698.0,Small,Lower-Middle
14714,0,0.5411,3,72,CA,I13,9818605.0,126330.0,528396.0,1871.0,Medium,Lower-Middle
14732,1,0.1056,1,226,IL,Unknown,5194675.0,188864.0,817583.0,1240.0,Medium,Middle
14736,0,0.0849,1,12,AK,Unknown,291826.0,676297.0,2739700.0,1802.0,Small,Upper
14740,0,0.5696,26,84,NM,I03,209233.0,81372.0,328935.0,941.0,Medium,Lower-Middle
14751,0,0.4554,12,142,MO,I27,319294.0,682715.0,2162391.0,789.0,Medium,Upper
14757,0,0.3749,3,32,TX,I19,2368139.0,423532.0,1723441.0,1231.0,Small,Upper Middle
14763,0,0.1056,14,118,IL,I02,5194675.0,2368860.0,8327226.0,2501.0,Medium,Upper
14776,0,0.3564,1,163,TX,I19,108472.0,254632.0,1057281.0,1969.0,Medium,Upper Middle
14786,0,0.1056,3,19,IL,I23,5194675.0,915497.0,3418202.0,1702.0,Small,Upper
14794,0,0.3918,7,35,NY,I24,1585873.0,60452.0,282465.0,112.0,Small,Lower-Middle
14805,1,-0.424,5,14,CA,Unknown,269637.0,426733.0,1759789.0,2114.0,Small,Upper Middle
14817,0,0.6349,24,183,MI,I25,136146.0,288106.0,872257.0,408.0,Medium,Middle
14821,1,0.9627,11,76,MI,I21,263801.0,90775.0,389451.0,667.0,Medium,Lower-Middle
14822,0,0.2465,8,55,OH,I20,802374.0,653489.0,2387673.0,1746.0,Medium,Upper
14839,0,0.7062,16,481,GA,I27,691893.0,325214.0,1233313.0,1476.0,Large,Upper Middle
14844,0,-1.2589,8,14,NC,I20,238318.0,215526.0,928727.0,1374.0,Small,Middle
14857,0,0.7062,50,10,GA,I07,920581.0,1913802.0,6046434.0,2572.0,Micro,Upper
14865,0,-0.8657,27,67,NC,I12,488406.0,346161.0,1305108.0,985.0,Medium,Upper Middle
14877,0,0.1805,3,171,TX,I11,1809034.0,229436.0,862916.0,241.0,Medium,Middle
14880,0,0.7075,4,509,FL,I26,1748066.0,228616.0,918659.0,1655.0,Large,Middle
14889,0,0.7289,9,114,SC,I25,350209.0,74801.0,313719.0,597.0,Medium,Lower-Middle
14910,0,-0.2278,10,38,DE,I20,538479.0,399404.0,1566212.0,1420.0,Small,Upper Middle
14913,0,0.7129,2,27,MI,Unknown,1820584.0,1194416.0,4418399.0,1053.0,Small,Upper
14930,0,0.3866,10,31,MN,I26,508640.0,483860.0,1212881.0,715.0,Small,Upper Middle
14940,0,0.2923,13,57,DC,I01,601723.0,1655187.0,6164841.0,2298.0,Medium,Upper
14951,1,0.292,1,38,AZ,Unknown,3817117.0,218473.0,904400.0,1719.0,Small,Middle
14956,0,0.0561,24,47,WI,I27,947735.0,139320.0,564524.0,961.0,Small,Lower-Middle
14962,0,0.3918,11,536,NY,I07,1585873.0,2900016.0,8490603.0,2983.0,Large,Upper
14973,1,0.6106,10,66,MI,I20,200169.0,236141.0,875334.0,506.0,Medium,Middle
15005,0,0.3855,3,8,KY,Unknown,159720.0,233488.0,918643.0,689.0,Micro,Middle
15011,0,0.7129,31,19,MI,Unknown,1820584.0,444641.0,1697118.0,1205.0,Small,Upper Middle
15013,0,-0.537,7,129,ND,I18,81308.0,117629.0,507484.0,924.0,Medium,Lower-Middle
15023,0,0.2749,28,28,GA,I13,102599.0,262701.0,1020978.0,1035.0,Small,Middle
15024,0,0.2655,8,132,MN,I22,398552.0,167794.0,646303.0,395.0,Medium,Middle
15043,0,0.9787,3,21,MS,I13,95203.0,244461.0,970417.0,1477.0,Small,Middle
15077,1,-0.8657,3,25,NC,Unknown,488406.0,9591.0,40732.0,189.0,Small,Low
15087,0,2.1135,1,40,SD,Unknown,14399.0,97191.0,411658.0,291.0,Small,Lower-Middle
15092,1,0.819,1,67,GA,Unknown,920581.0,483254.0,1834055.0,1958.0,Medium,Upper Middle
15111,0,0.4496,1,9,CA,Unknown,718451.0,2178572.0,7579180.0,2232.0,Micro,Upper
15113,0,0.1056,5,22,IL,I20,5194675.0,394339.0,1474779.0,976.0,Small,Upper Middle
15114,0,-0.4912,9,33,GA,I21,46389.0,3252.0,15754.0,23.0,Small,Low
15125,0,0.7208,1,39,LA,Unknown,440171.0,77000.0,268193.0,204.0,Small,Low
15127,0,0.4552,3,10,OR,I27,315335.0,207735.0,884669.0,1584.0,Micro,Middle
15128,1,-0.8657,1,19,NC,I26,488406.0,105782.0,433550.0,831.0,Small,Lower-Middle
15157,0,0.2965,5,343,MD,I22,971777.0,121834.0,495480.0,514.0,Large,Lower-Middle
15171,0,0.1789,28,26,MO,I02,275174.0,350042.0,1432936.0,2135.0,Small,Upper Middle
15172,1,0.1815,1,15,IL,Unknown,916924.0,348593.0,1455456.0,1622.0,Small,Upper Middle
15181,0,0.677,6,112,CA,I23,3010232.0,707114.0,2954170.0,3033.0,Medium,Upper
15191,0,-0.2305,22,139,KS,I20,498365.0,40654.0,166667.0,340.0,Medium,Low
15200,0,0.7132,16,48,MI,I11,602622.0,219432.0,886512.0,581.0,Small,Middle
15205,0,-0.3026,16,24,GA,I12,155547.0,200005.0,816118.0,1169.0,Small,Middle
15221,1,0.149,2,14,TX,I26,782341.0,835779.0,3199511.0,2643.0,Small,Upper
15234,0,0.2965,14,17,MD,I02,971777.0,395453.0,1363687.0,920.0,Small,Upper Middle
15242,1,1.41,16,84,MS,I13,245285.0,92959.0,374302.0,657.0,Medium,Lower-Middle
15243,0,0.6721,13,5,OH,I22,541781.0,62817.0,258119.0,588.0,Micro,Low
15254,1,-0.5786,1,29,TN,Unknown,80956.0,183802.0,597332.0,608.0,Small,Middle
15261,0,0.8138,19,12,GA,I25,688078.0,2060997.0,7256682.0,2643.0,Small,Upper
15274,1,0.9627,4,50,MI,I20,602622.0,116455.0,486612.0,658.0,Small,Lower-Middle
15275,0,0.4215,32,60,SC,I13,384504.0,435292.0,1686183.0,1877.0,Medium,Upper Middle
15285,0,0.1056,9,117,IL,Unknown,5194675.0,56751.0,229836.0,676.0,Medium,Low
15293,0,-1.5749,10,26,CA,I27,38091.0,46375.0,190478.0,365.0,Small,Low
15295,0,0.3413,11,30,TX,I14,1024266.0,128572.0,531281.0,685.0,Small,Lower-Middle
15297,1,-0.3288,6,34,MO,I26,25414.0,57534.0,234738.0,449.0,Small,Low
15298,0,-0.3596,5,20,PA,I20,280566.0,30994.0,130339.0,228.0,Small,Low
15303,1,0.0397,1,46,TN,Unknown,336463.0,52684.0,230194.0,321.0,Small,Low
15308,1,0.8253,1,4,OH,Unknown,1280122.0,405487.0,1647988.0,1327.0,Micro,Upper Middle
15315,0,0.3749,6,27,TX,I19,2368139.0,461038.0,1903191.0,1195.0,Small,Upper Middle
15318,0,0.5411,21,13,CA,I27,9818605.0,88625.0,382419.0,1224.0,Small,Lower-Middle
15329,0,0.8138,34,6,GA,I27,688078.0,331518.0,1370932.0,1517.0,Micro,Upper Middle
15335,0,-0.6876,31,306,NC,I27,202667.0,369514.0,1349373.0,1279.0,Large,Upper Middle
15340,1,0.8253,1,41,OH,Unknown,1280122.0,286513.0,1094899.0,1223.0,Small,Upper Middle
15343,0,0.1011,1,79,TX,Unknown,4092459.0,1701089.0,4987025.0,1628.0,Medium,Upper
15347,0,0.1249,2,26,CA,I23,44900.0,19811.0,86664.0,313.0,Small,Low
15351,0,0.6367,10,14,IN,I27,266931.0,126568.0,527633.0,551.0,Small,Lower-Middle
15356,0,0.0695,28,53,VA,I13,95535.0,44540.0,192719.0,411.0,Medium,Low
15357,0,0.677,1,290,CA,I25,3010232.0,137407.0,568709.0,1751.0,Large,Lower-Middle
15366,0,0.7132,3,38,MI,I23,602622.0,97973.0,438156.0,645.0,Small,Lower-Middle
15367,1,0.8821,2,108,GA,Unknown,805321.0,527913.0,2120673.0,1809.0,Medium,Upper
15380,1,0.4645,1,77,CA,Unknown,514453.0,205974.0,879166.0,1209.0,Medium,Middle
15389,0,0.6907,2,15,MI,I24,1202362.0,455444.0,1902404.0,1306.0,Small,Upper Middle
15398,0,0.4496,4,25,CA,I09,718451.0,1397635.0,4999963.0,967.0,Small,Upper
15406,0,-0.3161,9,116,ND,I09,149778.0,138292.0,581669.0,822.0,Medium,Lower-Middle
15409,0,0.1758,5,22,IN,I27,107848.0,127430.0,530509.0,944.0,Small,Lower-Middle
15410,0,0.677,4,13,CA,I13,3010232.0,264695.0,908396.0,467.0,Small,Middle
15412,1,-0.2754,4,20,MD,I07,147430.0,344246.0,1408116.0,1831.0,Small,Upper Middle
15413,0,0.7289,8,10,SC,I14,350209.0,183258.0,762366.0,1668.0,Micro,Middle
15418,0,0.6297,31,55,VA,I27,139966.0,840320.0,3319496.0,2541.0,Medium,Upper
15420,0,0.1056,12,2,IL,I27,5194675.0,118825.0,515743.0,1239.0,Micro,Lower-Middle
15423,0,-0.1249,2,230,TX,I27,1714773.0,172037.0,703493.0,1175.0,Medium,Middle
15439,0,0.2401,46,376,NC,Unknown,919628.0,2125896.0,6178994.0,1411.0,Large,Upper
15468,0,0.5313,10,14,MN,I26,238136.0,118733.0,521488.0,1151.0,Small,Lower-Middle
15478,0,0.3749,7,29,TX,I20,2368139.0,632781.0,2532078.0,2152.0,Small,Upper
15488,0,-0.3588,7,18,LA,I11,343829.0,334794.0,1269397.0,715.0,Small,Upper Middle
15493,1,0.677,1,38,CA,Unknown,3010232.0,141935.0,601601.0,1222.0,Small,Middle
15501,0,0.6725,4,50,LA,Unknown,128026.0,75576.0,319214.0,896.0,Small,Lower-Middle
15502,1,-0.5275,2,14,IN,I20,47536.0,67976.0,264612.0,389.0,Small,Low
15506,0,0.149,1,7,TX,I11,2368139.0,545086.0,1985098.0,1871.0,Micro,Upper
15513,0,0.5821,15,12,IN,I14,903393.0,971553.0,3442549.0,1730.0,Small,Upper
15522,1,0.4883,20,18,TN,Unknown,113993.0,78224.0,338873.0,358.0,Small,Lower-Middle
15525,0,-0.2369,6,11,MI,I27,180967.0,14642.0,64672.0,172.0,Small,Low
15534,0,0.7132,28,272,MI,I24,602622.0,619732.0,2507566.0,1642.0,Large,Upper
15553,0,0.4556,2,126,OH,I20,124475.0,87215.0,368940.0,445.0,Medium,Lower-Middle
15563,0,-1.4803,6,20,MN,I20,31255.0,94732.0,405384.0,594.0,Small,Lower-Middle
15583,0,0.7129,6,34,MI,I27,1820584.0,1194416.0,4418399.0,1053.0,Small,Upper
15590,0,0.3866,14,19,MN,Unknown,238136.0,111278.0,478051.0,665.0,Small,Lower-Middle
15593,0,-0.644,1,10,NE,I21,285407.0,103465.0,408640.0,465.0,Micro,Lower-Middle
15606,1,-0.0771,2,133,MO,I27,31953.0,26498.0,108426.0,337.0,Medium,Low
15612,1,0.8138,2,26,GA,I23,688078.0,543245.0,2180467.0,2237.0,Small,Upper
15617,1,0.6284,1,3,CA,Unknown,3095313.0,582345.0,2113250.0,1879.0,Micro,Upper
15645,0,-0.1249,1,22,TX,Unknown,1714773.0,295143.0,1076534.0,1400.0,Small,Upper Middle
15656,1,-0.5895,2,52,NC,I24,900993.0,889030.0,3631576.0,1407.0,Medium,Upper
15658,1,0.292,15,10,AZ,I27,3817117.0,516846.0,2097696.0,1012.0,Micro,Upper
15659,1,0.3749,2,174,TX,I23,2368139.0,940986.0,2814889.0,1612.0,Medium,Upper
15680,0,0.1805,8,21,TX,I27,1809034.0,403437.0,1925017.0,1265.0,Small,Upper Middle
15681,0,0.1882,15,91,MO,I22,674158.0,97780.0,425287.0,586.0,Medium,Lower-Middle
15687,1,0.0558,5,13,CA,I27,805235.0,2104338.0,8400116.0,2453.0,Small,Upper
15691,0,0.1056,43,15,IL,I12,5194675.0,295463.0,1239007.0,1468.0,Small,Upper Middle
15702,1,0.1056,7,11,IL,I24,5194675.0,155526.0,786435.0,1162.0,Small,Middle
15729,0,-0.3616,2,20,WI,I22,83686.0,73086.0,306921.0,542.0,Small,Lower-Middle
15733,0,-1.2589,29,239,NC,I11,106740.0,93377.0,388171.0,950.0,Medium,Lower-Middle
15736,1,0.5411,2,27,CA,I27,9818605.0,446540.0,1760365.0,2287.0,Small,Upper Middle
15738,0,-0.8071,19,106,TX,I26,209714.0,331585.0,1370373.0,1348.0,Medium,Upper Middle
15749,1,0.3749,1,189,TX,I02,2368139.0,461038.0,1903191.0,1195.0,Medium,Upper Middle
15785,0,0.1011,24,269,TX,I24,4092459.0,437860.0,1548037.0,626.0,Large,Upper Middle
15787,0,-0.4264,26,55,WI,I20,84345.0,22209.0,96574.0,166.0,Medium,Low
15807,0,1.6302,2,4,MS,I12,67761.0,99619.0,416311.0,740.0,Micro,Lower-Middle
15821,0,0.6907,2,25,MI,I11,1202362.0,5475.0,23597.0,53.0,Small,Low
15853,0,-0.2097,8,27,PA,I27,1223348.0,163732.0,630399.0,709.0,Small,Middle
15857,0,0.7129,16,9,MI,I26,1820584.0,117992.0,464590.0,540.0,Micro,Lower-Middle
15863,0,0.8643,3,13,CA,I13,1418788.0,41353.0,193344.0,430.0,Small,Low
15870,0,0.0397,23,9,TN,I17,336463.0,81717.0,343793.0,786.0,Micro,Lower-Middle
15872,0,0.1007,15,36,MO,I11,998954.0,868432.0,3443862.0,1928.0,Small,Upper
15881,0,1.7223,31,48,SD,I13,100948.0,282755.0,1117508.0,1802.0,Small,Upper Middle
15890,1,-0.2369,4,63,MI,I20,180967.0,140751.0,581146.0,1137.0,Medium,Lower-Middle
15893,0,0.4332,23,77,VA,I11,1081726.0,133853.0,524002.0,500.0,Medium,Lower-Middle
15899,0,-0.1124,6,20,MN,I22,1152425.0,321995.0,1288172.0,914.0,Small,Upper Middle
15904,0,0.0397,16,57,TN,I10,336463.0,157323.0,643224.0,259.0,Medium,Middle
15933,0,0.7289,1,4,SC,I12,350209.0,183258.0,762366.0,1668.0,Micro,Middle
15940,1,-0.2462,31,15,WI,I25,389891.0,422749.0,1713823.0,1629.0,Small,Upper Middle
15943,0,0.7289,4,80,SC,I13,350209.0,374878.0,1504652.0,1156.0,Medium,Upper Middle
15946,0,0.4146,20,17,FL,I15,864263.0,465046.0,1820713.0,1769.0,Small,Upper Middle
15953,0,-0.2462,18,10,WI,I19,389891.0,523048.0,2121001.0,1099.0,Micro,Upper
15959,1,-0.4355,18,103,TX,I01,32334.0,106730.0,433793.0,575.0,Medium,Lower-Middle
15964,1,0.9627,4,36,MI,I22,263801.0,90775.0,389451.0,667.0,Small,Lower-Middle
15972,0,-0.2369,17,52,MI,I26,180967.0,140751.0,581146.0,1137.0,Medium,Lower-Middle
15977,1,0.2923,1,66,DC,Unknown,601723.0,47829.0,206743.0,428.0,Medium,Low
15991,1,0.4454,3,14,CA,Unknown,423895.0,306643.0,1295845.0,2121.0,Small,Upper Middle
16016,0,0.4352,18,27,OH,I27,174214.0,547286.0,1680205.0,602.0,Small,Upper Middle
16023,0,0.8821,3,49,GA,I20,805321.0,179378.0,780040.0,1617.0,Small,Middle
16026,0,0.0389,1,26,AZ,Unknown,980263.0,162491.0,639142.0,586.0,Small,Middle
16027,0,-0.3522,3,13,TX,I20,20097.0,23670.0,102135.0,206.0,Small,Low
16032,0,0.1789,10,33,MO,I19,275174.0,9766.0,33483.0,30.0,Small,Low
16033,0,0.8643,2,43,CA,I27,1418788.0,142600.0,596901.0,611.0,Small,Middle
16044,0,0.227,3,16,MI,I27,263801.0,60203.0,250645.0,384.0,Small,Low
16050,0,-0.6094,5,45,MN,I02,200226.0,173074.0,692440.0,737.0,Small,Middle
16051,1,0.6859,2,10,MI,I14,840978.0,100419.0,413084.0,612.0,Micro,Lower-Middle
16058,1,0.819,2,12,GA,I27,920581.0,802462.0,2681984.0,1100.0,Small,Upper
16062,0,0.2259,2,16,MD,I07,537656.0,478219.0,1897934.0,940.0,Small,Upper Middle
16069,1,-0.1124,2,14,MN,I12,1152425.0,55521.0,214795.0,540.0,Small,Low
16074,1,0.1056,11,24,IL,Unknown,5194675.0,66976.0,266513.0,450.0,Small,Low
16089,0,0.819,3,48,GA,I19,920581.0,1270978.0,4328211.0,1572.0,Small,Upper
16093,1,0.819,4,7,GA,I09,920581.0,577828.0,2301126.0,1604.0,Micro,Upper
16107,0,-0.6463,4,45,PA,I21,183862.0,50171.0,212539.0,279.0,Small,Low
16109,0,0.292,28,24,AZ,I11,3817117.0,122394.0,474158.0,695.0,Small,Lower-Middle
16115,0,0.3749,11,2,TX,I12,2368139.0,140799.0,632900.0,239.0,Micro,Middle
16123,0,0.7635,29,256,NM,I21,63797.0,2231.0,9656.0,53.0,Large,Low
16130,0,0.1882,8,34,MO,I27,674158.0,614803.0,2391636.0,1074.0,Small,Upper
16158,0,0.745,2,176,CO,I27,534543.0,34703.0,140743.0,654.0,Medium,Low
16164,0,-0.1704,1,23,NC,I22,900993.0,43401.0,186037.0,385.0,Small,Low
16184,0,-0.1124,8,36,MN,I09,1152425.0,541425.0,2139962.0,1389.0,Small,Upper
16193,0,0.292,7,5,AZ,I21,3817117.0,323361.0,1356076.0,1157.0,Micro,Upper Middle
16196,0,0.9627,17,19,MI,I22,111408.0,16834.0,76491.0,175.0,Small,Low
16202,0,0.1011,5,49,TX,I27,4092459.0,4219920.0,12791617.0,2666.0,Small,Upper
16208,0,-0.7799,14,33,WI,I22,62415.0,129411.0,534387.0,806.0,Small,Lower-Middle
16210,0,-0.0701,4,254,PA,I27,365169.0,80902.0,371034.0,423.0,Large,Lower-Middle
16256,0,0.3866,2,36,MN,I26,508640.0,570934.0,1900128.0,755.0,Small,Upper Middle
16258,0,0.4648,3,2,FL,Unknown,1320134.0,379644.0,1528433.0,1976.0,Micro,Upper Middle
16292,0,0.1056,19,20,IL,I07,5194675.0,3234349.0,8432663.0,1633.0,Small,Upper
16293,1,0.4556,1,6,OH,Unknown,114520.0,224522.0,957816.0,1179.0,Micro,Middle
16297,0,0.4454,19,35,CA,Unknown,423895.0,106132.0,398904.0,498.0,Small,Lower-Middle
16299,1,0.1056,1,15,IL,Unknown,5194675.0,280319.0,1155690.0,1444.0,Small,Upper Middle
16317,0,-0.0482,1,5,WV,Unknown,36743.0,31391.0,125875.0,257.0,Micro,Low
16319,1,-0.3857,3,43,GA,Unknown,102599.0,213589.0,838438.0,879.0,Small,Middle
16346,0,-0.0594,24,52,PA,I14,519445.0,177589.0,747381.0,1189.0,Medium,Middle
16349,0,0.1805,12,62,TX,I20,1809034.0,295799.0,1246848.0,1680.0,Medium,Upper Middle
16374,0,-0.586,15,21,IA,I11,430640.0,52810.0,220701.0,489.0,Small,Low
16377,0,0.1011,19,15,TX,I27,4092459.0,355125.0,1319911.0,1415.0,Small,Upper Middle
16383,0,-0.2294,6,30,SD,I27,5301.0,12145.0,52404.0,174.0,Small,Low
16385,1,0.8138,7,9,GA,I27,688078.0,2060997.0,7256682.0,2643.0,Micro,Upper
16401,0,0.4187,28,40,MD,I13,863420.0,30159.0,126516.0,279.0,Small,Low
16406,0,0.149,5,18,TX,I27,782341.0,227828.0,909253.0,1536.0,Small,Middle
16422,0,0.2424,2,36,NC,Unknown,141752.0,31971.0,140677.0,348.0,Small,Low
16431,0,1.3621,2,34,CA,I23,413344.0,228558.0,923689.0,1304.0,Small,Middle
16450,0,-0.8556,2,81,IL,I20,295266.0,191805.0,795516.0,614.0,Medium,Middle
16458,0,0.8138,22,7,GA,I27,688078.0,331518.0,1370932.0,1517.0,Micro,Upper Middle
16471,1,0.8253,1,24,OH,Unknown,1280122.0,379529.0,1429503.0,1255.0,Small,Upper Middle
16485,1,-0.1424,12,9,IL,I15,703462.0,484910.0,1667343.0,527.0,Micro,Upper Middle
16488,0,0.1056,31,92,IL,I27,5194675.0,5551926.0,17253657.0,3405.0,Medium,Upper
16499,0,0.1186,1,23,MD,Unknown,47798.0,13365.0,61632.0,181.0,Small,Low
16501,0,0.1056,2,66,IL,I23,5194675.0,58499.0,222516.0,323.0,Medium,Low
16511,0,-1.1748,13,34,GA,I12,109233.0,139664.0,574938.0,1070.0,Small,Lower-Middle
16527,0,0.3777,3,16,TX,I25,662614.0,254077.0,1009155.0,800.0,Small,Middle
16533,1,0.2401,12,20,NC,I11,919628.0,670202.0,2534289.0,2012.0,Small,Upper
16548,0,0.3749,1,12,TX,Unknown,2368139.0,452629.0,1849272.0,1572.0,Small,Upper Middle
16553,0,0.4648,11,119,FL,I11,1320134.0,82483.0,340778.0,881.0,Medium,Lower-Middle
16566,0,-0.6972,26,44,TX,I23,800647.0,180011.0,722906.0,1095.0,Small,Middle
16568,0,0.2742,6,25,LA,I27,54650.0,109591.0,454605.0,636.0,Small,Lower-Middle
16584,0,-0.0574,1,44,PA,Unknown,365169.0,272787.0,1126637.0,1829.0,Small,Upper Middle
16606,0,-0.6972,4,16,TX,Unknown,800647.0,79234.0,323178.0,709.0,Small,Lower-Middle
16609,0,0.5766,16,619,OH,I14,1163414.0,1601754.0,5366174.0,2596.0,Large,Upper
16627,0,0.6907,2,54,MI,I20,1202362.0,411489.0,1307538.0,555.0,Medium,Upper Middle
16631,0,-0.2087,10,101,IL,I02,515269.0,9660.0,43253.0,56.0,Medium,Low
16643,0,0.6648,14,119,NY,I17,919040.0,222428.0,908108.0,954.0,Medium,Middle
16646,0,-0.0671,4,18,MI,I11,425790.0,102836.0,425922.0,887.0,Small,Lower-Middle
16647,0,0.7434,30,452,IN,I20,13402.0,32044.0,121186.0,195.0,Large,Low
16652,0,-0.3588,5,14,LA,I07,343829.0,334794.0,1269397.0,715.0,Small,Upper Middle
16654,0,0.3394,11,421,NE,I21,517110.0,180271.0,756729.0,1390.0,Large,Middle
16657,0,0.1056,22,10,IL,I20,703462.0,340853.0,1382721.0,1488.0,Micro,Upper Middle
16683,0,-0.7147,19,29,MN,I27,150642.0,291979.0,1191035.0,520.0,Small,Upper Middle
16698,1,0.4567,1,298,MS,I01,80261.0,175462.0,718646.0,1060.0,Large,Middle
16702,0,0.2465,5,23,OH,I23,802374.0,1612303.0,6177891.0,2188.0,Small,Upper
16706,1,-0.2152,2,16,IL,Unknown,197465.0,183611.0,787819.0,1348.0,Small,Middle
16709,0,-0.1406,3,18,IL,I27,515269.0,160171.0,663744.0,1139.0,Small,Middle
16710,0,-0.1704,3,36,NC,I20,900993.0,288899.0,1053565.0,1329.0,Small,Upper Middle
16742,0,-0.0486,5,22,AZ,I25,134421.0,187768.0,769531.0,1461.0,Small,Middle
16745,0,0.1011,4,6,TX,I27,4092459.0,833526.0,3286499.0,2468.0,Micro,Upper
16747,0,0.6859,25,470,MI,I20,840978.0,142823.0,592500.0,1063.0,Large,Middle
16748,0,-0.6509,22,23,TX,I13,234906.0,196519.0,799001.0,1213.0,Small,Middle
16764,0,0.6907,47,28,MI,I13,1202362.0,711268.0,2811128.0,1867.0,Small,Upper
16769,1,-0.309,2,61,IN,I01,13402.0,3956.0,16114.0,57.0,Medium,Low
16775,1,0.5165,26,227,NC,I20,138428.0,136899.0,501284.0,478.0,Medium,Lower-Middle
16777,0,0.5114,4,7,OR,I19,375992.0,327567.0,1406492.0,923.0,Micro,Upper Middle
16791,0,0.3849,2,14,MI,I09,344791.0,250207.0,1071268.0,1443.0,Small,Upper Middle
